PERMIT_NUMBER,NAICS_CODE,NAICS_DESC,SIC_CODE,SIC_DESC
MN0030007,,,4952,Sewerage Systems
MN0030066,,,4952,Sewerage Systems
MN0030112,,,4952,Sewerage Systems
MN0030121,,,4952,Sewerage Systems
MN0030147,,,4952,Sewerage Systems
MN0030163,,,4952,Sewerage Systems
MN0030171,,,4952,Sewerage Systems
MN0030368,,,6515,Mobile Home Site Operators
MN0030473,,,1422,Crushed And Broken Limestone
MN0030490,,,4952,Sewerage Systems
MN0030635,,,5149,Groceries And Related Products
MN0030643,,,4952,Sewerage Systems
MN0030651,,,6515,Mobile Home Site Operators
MN0030848,,,4952,Sewerage Systems
MN0030864,,,3571,Electronic Computers
MN0031127,,,6515,Mobile Home Site Operators
MN0031178,,,2011,Meat Packing Plants
MN0031241,,,4952,Sewerage Systems
MN0031348,,,4952,Sewerage Systems
MN0031879,,,1011,Iron Ores
MN0031917,,,2083,Malt
MN0033375,,,2048,Prepared Feeds
MN0033723,,,9512,"Land, Mineral, Wildlife Conservation"
MN0033740,,,9512,"Land, Mineral, Wildlife Conservation"
MN0033758,,,9512,"Land, Mineral, Wildlife Conservation"
MN0038661,,,6515,Mobile Home Site Operators
MN0039713,,,4952,Sewerage Systems
MN0040134,,,2075,Soybean Oil Mills
MN0040631,,,4952,Sewerage Systems
MN0040649,,,4952,Sewerage Systems
MN0040665,,,2063,Beet Sugar
MN0040738,,,4952,Sewerage Systems
MN0040754,,,4952,Sewerage Systems
MN0040835,,,4952,Sewerage Systems
MN0040878,,,4952,Sewerage Systems
MN0041076,,,4952,Sewerage Systems
MN0041092,,,4952,Sewerage Systems
MN0041114,,,4952,Sewerage Systems
MN0041122,,,4952,Sewerage Systems
MN0041220,,,4952,Sewerage Systems
MN0041271,,,4939,Combination Utilities
MN0041394,,,1411,Dimension Stone
MN0041432,,,6515,Mobile Home Site Operators
MN0041521,,,2869,Industrial Organic Chemicals
MN0041556,,,1311,Crude Petroleum And Natural Gas
MN0041769,,,4941,Water Supply
MN0042196,,,6515,Mobile Home Site Operators
MN0042251,,,6515,Mobile Home Site Operators
MN0042323,,,4941,Water Supply
MN0042331,,,4952,Sewerage Systems
MN0042536,,,1011,Iron Ores
MN0042579,,,1011,Iron Ores
MN0042641,,,3812,Search And Navigation Equipment
MN0043010,,,4941,Water Supply
MN0043036,,,4941,Water Supply
MN0043664,,,4941,Water Supply
MN0043958,,,4941,Water Supply
MN0044326,,,2022,"Cheese, Natural And Processed"
MN0044377,,,4941,Water Supply
MN0044415,,,4941,Water Supply
MN0044458,,,9621,"Regulation, Administration Of Transportation"
MN0044628,,,2022,"Cheese, Natural And Processed"
MN0044946,,,1011,Iron Ores
MN0045446,,,4952,Sewerage Systems
MN0045489,,,1799,Special Trade Contractors
MN0045527,,,4941,Water Supply
MN0045691,,,4911,Electric Services
MN0045721,,,4952,Sewerage Systems
MN0045845,,,4952,Sewerage Systems
MN0045896,,,4612,Crude Petroleum Pipelines
MN0046035,,,8221,Colleges And Universities
MN0046043,,,2493,Reconstituted Wood Products
MN0046388,,,4952,Sewerage Systems
MN0046655,,,4952,Sewerage Systems
MN0046671,,,4952,Sewerage Systems
MN0046744,,,9999,Nonclassifiable Establishments
MN0046752,,,4952,Sewerage Systems
MN0046868,,,4952,Sewerage Systems
MN0046957,,,3081,Unsupported Plastics Film & Sheet
MN0046981,,,1011,Iron Ores
MN0047066,,,4952,Sewerage Systems
MN0047228,,,2022,"Cheese, Natural And Processed"
MN0047261,,,2015,Poultry Slaughtering And Processing
MN0047287,,,4952,Sewerage Systems
MN0047325,,,4952,Sewerage Systems
MN0047490,,,4952,Sewerage Systems
MN0047503,,,4952,Sewerage Systems
MN0048810,,,2952,Asphalt Felts And Coatings
MN0048844,,,9621,"Regulation, Administration Of Transportation"
MN0048909,,,4952,Sewerage Systems
MN0048968,,,2099,Food Preparations
MN0048984,,,2631,Paperboard Mills
MN0048992,,,4952,Sewerage Systems
MN0049018,,,4011,"Railroads, Line-Haul Operating"
MN0049069,,,4952,Sewerage Systems
MN0049077,,,4911,Electric Services
MN0049158,,,4952,Sewerage Systems
MN0049204,,,4952,Sewerage Systems
MN0049239,,,4952,Sewerage Systems
MN0049263,,,8211,Elementary And Secondary Schools
MN0049328,,,4952,Sewerage Systems
MN0049441,,,2875,"Fertilizers, Mixing Only"
MN0049514,,,4952,Sewerage Systems
MN0049531,,,4952,Sewerage Systems
MN0049760,,,2869,Industrial Organic Chemicals
MN0049786,,,4952,Sewerage Systems
MN0049794,221320,Sewage Treatment Facilities,4952,Sewerage Systems
MN0049891,,,7033,Trailer Parks And Campsites
MN0049905,,,0723,Crop Preparation Services For Market
MN0050130,,,4952,Sewerage Systems
MN0050211,,,4952,Sewerage Systems
MN0050288,,,4952,Sewerage Systems
MN0050318,,,4225,General Warehousing And Storage
MN0050491,,,2032,Canned Specialties
MN0050504,,,1011,Iron Ores
MN0050628,,,4952,Sewerage Systems
MN0050636,,,6515,Mobile Home Site Operators
MN0050725,,,4952,Sewerage Systems
MN0050911,,,2011,Meat Packing Plants
MN0050954,,,4952,Sewerage Systems
MN0050997,,,4952,Sewerage Systems
MN0051004,,,4952,Sewerage Systems
MN0051098,,,4952,Sewerage Systems
MN0051101,,,4952,Sewerage Systems
MN0051209,,,4952,Sewerage Systems
MN0051250,,,4952,Sewerage Systems
MN0051284,,,4952,Sewerage Systems
MN0051292,,,4952,Sewerage Systems
MN0051381,,,4952,Sewerage Systems
MN0051390,,,4952,Sewerage Systems
MN0051501,,,4952,Sewerage Systems
MN0051535,,,4952,Sewerage Systems
MN0051616,,,4952,Sewerage Systems
MN0051713,,,4952,Sewerage Systems
MN0051764,,,4952,Sewerage Systems
MN0051802,,,8221,Colleges And Universities
MN0051811,,,3399,Primary Metal Products
MN0051926,,,4952,Sewerage Systems
MN0051934,,,4952,Sewerage Systems
MN0051993,,,4952,Sewerage Systems
MN0052116,,,1011,Iron Ores
MN0052141,,,9711,National Security
MN0052272,,,4952,Sewerage Systems
MN0052329,,,4911,Electric Services
MN0052345,,,4952,Sewerage Systems
MN0052451,,,4952,Sewerage Systems
MN0052493,,,1011,Iron Ores
MN0052540,221210,Natural Gas Distribution,4922,Natural Gas Transmission
MN0052612,,,5093,Scrap And Waste Materials
MN0052663,,,4952,Sewerage Systems
MN0052728,,,5141,"Groceries, General Line"
MN0052752,,,4952,Sewerage Systems
MN0052906,,,4952,Sewerage Systems
